"Order Date","Customer Name","State","Category","Sub-Category","Product Name","Sales","Quantity","Profit"
"10/21/2016","Charles McCrossin","Maryland","Technology","Accessories","Logitech Desktop MK120 Mouse and keyboard Combo",98.16,6,9.816
"5/18/2017","Susan Gilcrest","Texas","Office Supplies","Binders","Acco Pressboard Covers with Storage Hooks, 14 7/8"" x 11"", Light Blue",6.874,7,-10.6547
"5/18/2017","Susan Gilcrest","Texas","Office Supplies","Binders","Avery Framed View Binder, EZD Ring (Locking), Navy, 1 1/2""",1.996,1,-3.2934
"5/18/2017","Susan Gilcrest","Texas","Office Supplies","Storage","Plastic Stacking Crates & Casters",8.928,2,0.6696
"9/26/2016","Charles Sheldon","Iowa","Office Supplies","Paper","Hammermill Color Copier Paper (28Lb. and 96 Bright)",9.99,1,4.4955
"11/17/2017","Hunter Lopez","Delaware","Technology","Copiers","Canon imageCLASS 2200 Advanced Copier",10499.97,3,5039.9856
"7/8/2015","Darrin Martin","Texas","Office Supplies","Paper","Xerox 1990",21.12,5,6.6
"11/16/2015","Heather Kirkland","Idaho","Furniture","Tables","Bretford CR4500 Series Slim Rectangular Table",696.42,2,160.1766
"11/16/2015","Heather Kirkland","Idaho","Technology","Phones","Jabra BIZ 2300 Duo QD Duo Corded Headset",304.776,3,22.8582
"6/18/2015","Bruce Geld","California","Office Supplies","Art","BOSTON Ranger #55 Pencil Sharpener, Black",51.98,2,15.0742
"4/8/2016","Clytie Kelty","California","Furniture","Furnishings","C-Line Magnetic Cubicle Keepers, Clear Polypropylene",24.7,5,10.374
"4/18/2015","Roland Fjeld","New York","Office Supplies","Labels","Avery 486",21.93,3,10.3071
"12/3/2016","Caroline Jumper","Pennsylvania","Office Supplies","Appliances","Honeywell Enviracaire Portable HEPA Air Cleaner for up to 10 x 16 Room",394.816,4,93.7688
"12/3/2016","Caroline Jumper","Pennsylvania","Office Supplies","Binders","GBC Clear Cover, 8-1/2 x 11, unpunched, 25 covers per pack",18.192,4,-14.5536
"12/10/2015","Matt Abelman","New York","Office Supplies","Labels","Avery 486",7.31,1,3.4357
"12/10/2015","Matt Abelman","New York","Technology","Copiers","Hewlett Packard 610 Color Digital Copier / Printer",799.984,2,249.995
"12/10/2015","Matt Abelman","New York","Office Supplies","Paper","Adams Phone Message Book, 200 Message Capacity, 8 1/16” x 11”",41.28,6,18.9888
"12/10/2015","Matt Abelman","New York","Office Supplies","Paper","Xerox 1883",184.66,7,84.9436
"10/31/2014","Anne McFarland","Rhode Island","Office Supplies","Art","Lumber Crayons",49.25,5,18.715
"10/31/2014","Anne McFarland","Rhode Island","Office Supplies","Paper","RSVP Cards & Envelopes, Blank White, 8-1/2"" X 11"", 24 Cards/25 Envelopes/Set",10.16,2,4.7752
"10/31/2014","Anne McFarland","Rhode Island","Furniture","Furnishings","Eldon Expressions Wood Desk Accessories, Oak",14.76,2,4.2804
"10/31/2014","Anne McFarland","Rhode Island","Office Supplies","Binders","GBC Recycled VeloBinder Covers",34.08,2,15.6768
"10/31/2014","Anne McFarland","Rhode Island","Furniture","Furnishings","Eldon Wave Desk Accessories",17.67,3,7.7748
"10/31/2014","Anne McFarland","Rhode Island","Furniture","Chairs","Hon Pagoda Stacking Chairs",1604.9,5,481.47
"10/31/2014","Anne McFarland","Rhode Island","Furniture","Tables","Chromcraft Bull-Nose Wood 48"" x 96"" Rectangular Conference Tables",385.686,1,-60.6078
"12/9/2017","Angele Hood","Illinois","Office Supplies","Paper","Xerox 1921",15.984,2,4.995
"5/5/2014","Peter Fuller","Kentucky","Office Supplies","Paper","Adams ""While You Were Out"" Message Pads",9.42,3,4.239
"5/5/2014","Peter Fuller","Kentucky","Office Supplies","Art","Newell 350",6.56,2,1.9024
"5/5/2014","Peter Fuller","Kentucky","Office Supplies","Paper","Xerox 1933",24.56,2,11.5432
"3/4/2016","Rick Duston","Indiana","Office Supplies","Binders","Green Canvas Binder for 8-1/2"" x 14"" Sheets",128.4,3,64.2
"11/30/2014","Jeremy Lonsdale","New York","Office Supplies","Envelopes","Park Ridge Embossed Executive Business Envelopes",62.28,4,29.2716
"2/18/2015","Ann Blume","California","Office Supplies","Labels","Smead Alpha-Z Color-Coded Second Alphabetical Labels and Starter Set",9.24,3,4.4352
"4/1/2017","Nick Crebassa","California","Furniture","Bookcases","Safco Value Mate Steel Bookcase, Baked Enamel Finish on Steel, Black",482.664,8,85.176
"4/1/2017","Nick Crebassa","California","Technology","Machines","Cubify CubeX 3D Printer Double Head Print",4799.984,2,359.9988
"6/11/2017","Tom Boeckenhauer","Washington","Office Supplies","Paper","Xerox 1939",37.94,2,18.2112
"6/11/2017","Tom Boeckenhauer","Washington","Office Supplies","Binders","Acco Pressboard Covers with Storage Hooks, 14 7/8"" x 11"", Dark Blue",18.288,6,6.6294
"6/11/2017","Tom Boeckenhauer","Washington","Technology","Machines","Cisco Desktop Collaboration Experience DX650 IP Video Phone",385.8,5,130.2075
"6/11/2017","Tom Boeckenhauer","Washington","Office Supplies","Storage","Belkin 19"" Vented Equipment Shelf, Black",102.96,2,1.0296
"6/11/2017","Tom Boeckenhauer","Washington","Furniture","Bookcases","O'Sullivan 3-Shelf Heavy-Duty Bookcases",174.42,3,41.8608
"9/30/2016","Sarah Jordon","Illinois","Office Supplies","Binders","Pressboard Covers with Storage Hooks, 9 1/2"" x 11"", Light Blue",1.964,2,-3.2406
"12/13/2014","Ellis Ballard","Illinois","Furniture","Furnishings","Howard Miller 12-3/4 Diameter Accuwave DS  Wall Clock",94.428,3,-42.4926
"11/11/2017","William Brown","Iowa","Office Supplies","Fasteners","Vinyl Coated Wire Paper Clips in Organizer Box, 800/Box",45.92,4,21.5824
"1/5/2015","Steven Roelle","Washington","Furniture","Chairs","Global Deluxe Steno Chair",61.584,1,-6.9282
"3/24/2016","Vivek Grady","Indiana","Office Supplies","Paper","Ink Jet Note and Greeting Cards, 8-1/2"" x 5-1/2"" Card Size",22.48,1,10.3408
"7/5/2017","Linda Southworth","Texas","Furniture","Furnishings","Deflect-o RollaMat Studded, Beveled Mat for Medium Pile Carpeting",332.028,9,-348.6294
"7/5/2017","Linda Southworth","Texas","Office Supplies","Binders","Cardinal HOLDit! Binder Insert Strips,Extra Strips",11.394,9,-17.6607
"7/5/2017","Linda Southworth","Texas","Office Supplies","Paper","Xerox 1975",15.552,3,5.6376
"7/5/2017","Linda Southworth","Texas","Office Supplies","Paper","Xerox 1966",31.104,6,11.2752
"7/5/2017","Linda Southworth","Texas","Office Supplies","Binders","Tuf-Vin Binders",6.316,1,-10.4214
"9/21/2014","Matt Abelman","Pennsylvania","Office Supplies","Paper","While You Were Out Pads, 50 per Pad, 4 x 5 1/4, Green Cycle",11.352,3,4.1151
"9/21/2014","Matt Abelman","Pennsylvania","Office Supplies","Labels","Staple-on labels",20.808,9,7.0227
"7/23/2016","Neil Französisch","Illinois","Office Supplies","Binders","GBC Laser Imprintable Binding System Covers, Desert Sand",11.416,4,-18.8364
"8/29/2017","Michael Dominguez","Pennsylvania","Office Supplies","Art","Newell 323",9.408,7,0.7056
"3/26/2017","Maria Zettner","Washington","Office Supplies","Art","Boston 1827 Commercial Additional Cutter, Drive Gear & Gear Rack for 1606",19.83,1,5.949
"12/29/2017","Ken Brennan","Michigan","Office Supplies","Paper","Xerox 1915",209.7,2,100.656
"9/20/2014","Michelle Arnett","California","Office Supplies","Appliances","Staple holder",43.92,4,11.8584
"9/20/2014","Michelle Arnett","California","Office Supplies","Binders","Ibico Plastic and Wire Spiral Binding Combs",20.232,3,6.5754
"4/4/2016","Maria Etezadi","Virginia","Technology","Phones","Anker Astro 15000mAh USB Portable Charger",149.97,3,5.9988
"4/4/2016","Maria Etezadi","Virginia","Office Supplies","Paper","Wirebound Message Books, Four 2 3/4"" x 5"" Forms per Page, 600 Sets per Book",27.81,3,13.0707
"3/26/2014","Jonathan Doherty","California","Technology","Accessories","SanDisk Ultra 32 GB MicroSDHC Class 10 Memory Card",66.3,3,8.619
"11/28/2017","Lindsay Shagiari","Maryland","Office Supplies","Art","BIC Brite Liner Grip Highlighters",1.64,1,0.738
"11/28/2017","Lindsay Shagiari","Maryland","Furniture","Furnishings","Luxo Professional Fluorescent Magnifier Lamp with Clamp-Mount Base",1049.2,5,272.792
"11/28/2017","Lindsay Shagiari","Maryland","Furniture","Furnishings","Eldon Image Series Desk Accessories, Burgundy",20.9,5,7.524
"12/1/2016","Shirley Jackson","Connecticut","Office Supplies","Binders","XtraLife ClearVue Slant-D Ring Binder, White, 3""",88.08,6,40.5168
"12/1/2016","Shirley Jackson","Connecticut","Furniture","Chairs","Hon Every-Day Series Multi-Task Chairs",751.92,4,150.384
"9/19/2014","Bill Shonely","New York","Furniture","Chairs","Hon Olson Stacker Stools",887.103,7,177.4206
"10/23/2015","Ralph Arnett","Florida","Technology","Phones","Mediabridge Sport Armband iPhone 5s",55.944,7,-13.2867
"10/23/2015","Ralph Arnett","Florida","Office Supplies","Art","Sanford Liquid Accent Highlighters",10.688,2,2.2712
"10/23/2015","Ralph Arnett","Florida","Technology","Phones","SKILCRAFT Telephone Shoulder Rest, 2"" x 6.5"" x 2.5"", Black",11.824,2,1.0346
"10/13/2017","Troy Staebel","Illinois","Office Supplies","Paper","Easy-staple paper",63.312,3,20.5764
"10/13/2017","Troy Staebel","Illinois","Office Supplies","Binders","GBC VeloBinder Electric Binding Machine",96.784,4,-145.176
"10/13/2017","Troy Staebel","Illinois","Furniture","Furnishings","Dax Clear Box Frame",10.476,3,-6.8094
"9/4/2015","Ken Black","Oregon","Office Supplies","Binders","Acco Flexible ACCOHIDE Square Ring Data Binder, Dark Blue, 11 1/2"" X 14"" 7/8""",9.762,2,-6.8334
"3/14/2016","Muhammed MacIntyre","Washington","Furniture","Chairs","Global High-Back Leather Tilter, Burgundy",196.784,2,-22.1382
"10/28/2017","Lori Olson","New York","Office Supplies","Envelopes","Recycled Interoffice Envelopes with String and Button Closure, 10 x 13",47.98,2,23.99
"10/15/2017","Ricardo Sperren","Connecticut","Office Supplies","Labels","Permanent Self-Adhesive File Folder Labels for Typewriters by Universal",13.05,5,6.003
"8/7/2017","Cindy Chapman","Minnesota","Technology","Accessories","Memorex Micro Travel Drive 16 GB",63.96,4,19.8276
"9/21/2017","Kean Thornton","Georgia","Office Supplies","Appliances","APC 7 Outlet Network SurgeArrest Surge Protector",80.48,1,24.144
"11/3/2017","Darrin Martin","Pennsylvania","Office Supplies","Binders","Mead 1st Gear 2"" Zipper Binder, Asst. Colors",11.673,3,-7.782
"11/5/2016","Emily Phan","Texas","Furniture","Tables","Laminate Occasional Tables",863.128,8,-160.2952
"11/5/2016","Emily Phan","Texas","Office Supplies","Binders","Storex Dura Pro Binders",3.564,3,-6.237
"11/5/2016","Emily Phan","Texas","Furniture","Bookcases","O'Sullivan Plantations 2-Door Library in Landvery Oak",956.6648,7,-225.0976
"11/5/2016","Emily Phan","Texas","Office Supplies","Binders","Premium Transparent Presentation Covers by GBC",12.588,3,-20.1408
"11/5/2016","Emily Phan","Texas","Technology","Accessories","Logitech Wireless Headset H600 Over-The-Head Design",171.96,5,45.1395
"6/25/2017","Anne McFarland","Washington","Furniture","Tables","Chromcraft Bull-Nose Wood Round Conference Table Top, Wood Base",871.4,4,148.138
"11/26/2015","Stefanie Holloman","Tennessee","Furniture","Furnishings","Howard Miller 12-3/4 Diameter Accuwave DS  Wall Clock",692.472,11,190.4298
"11/24/2016","Laura Armstrong","Maryland","Furniture","Furnishings","Howard Miller 11-1/2"" Diameter Ridgewood Wall Clock",207.76,4,85.1816
"7/21/2017","Sarah Foster","Utah","Technology","Phones","PayAnywhere Card Reader",71.928,9,6.2937
"7/21/2017","Sarah Foster","Utah","Office Supplies","Art","BOSTON Ranger #55 Pencil Sharpener, Black",25.99,1,7.5371
"10/23/2015","Andrew Gjertsen","Washington","Office Supplies","Binders","Avery Non-Stick Binders",3.592,1,1.1225
"7/9/2015","Kean Nguyen","Texas","Office Supplies","Appliances","Acco 7-Outlet Masterpiece Power Center, Wihtout Fax/Phone Line Protection",48.632,2,-121.58
"8/18/2017","Nicole Fjeld","Washington","Office Supplies","Storage","Fellowes Super Stor/Drawer Files",323.1,2,61.389
"4/16/2016","Bill Shonely","New Jersey","Technology","Machines","3D Systems Cube Printer, 2nd Generation, Magenta",9099.93,7,2365.9818
"4/16/2016","Bill Shonely","New Jersey","Furniture","Furnishings","Stacking Trays by OIC",9.96,2,3.2868
"4/16/2016","Bill Shonely","New Jersey","Office Supplies","Binders","Wilson Jones Standard D-Ring Binders",25.3,5,11.891
"11/14/2014","Robert Marley","New York","Office Supplies","Paper","Adams Write n' Stick Phone Message Book, 11"" X 5 1/4"", 200 Messages",11.36,2,5.2256
"11/14/2014","Robert Marley","New York","Furniture","Chairs","Safco Chair Connectors, 6/Carton",69.264,2,14.6224
"12/20/2014","Adrian Barton","Indiana","Office Supplies","Labels","Avery 487",3.69,1,1.7343
"12/20/2014","Adrian Barton","Indiana","Office Supplies","Binders","Ibico Ibimaster 300 Manual Binding System",1103.97,3,496.7865
"11/21/2015","Carol Adams","Texas","Furniture","Bookcases","O'Sullivan Manor Hill 2-Door Library in Brianna Oak",246.1328,2,-76.0116
"11/21/2015","Carol Adams","Texas","Office Supplies","Labels","Self-Adhesive Address Labels for Typewriters by Universal",11.696,2,3.9474
"11/21/2015","Carol Adams","Texas","Technology","Copiers","Sharp 1540cs Digital Laser Copier",439.992,1,164.997
"12/28/2017","Erica Hernandez","Tennessee","Office Supplies","Storage","Carina Double Wide Media Storage Towers in Natural & Black",64.784,1,-12.9568
"5/17/2015","Odella Nelson","Texas","Office Supplies","Binders","GBC Twin Loop Wire Binding Elements",33.28,5,-49.92
"5/17/2015","Odella Nelson","Texas","Office Supplies","Paper","Things To Do Today Pad",14.088,3,4.9308
"12/9/2017","Alyssa Tate","California","Office Supplies","Art","Newell 314",11.16,2,2.79
"12/9/2017","Alyssa Tate","California","Furniture","Tables","Bevis 36 x 72 Conference Tables",896.328,9,22.4082
"12/9/2017","Alyssa Tate","California","Office Supplies","Appliances","Harmony Air Purifier",189,1,68.04
"3/10/2017","Emily Burns","Pennsylvania","Technology","Phones","Nokia Lumia 521 (T-Mobile)",53.982,3,-10.7964
"10/22/2017","David Wiener","Oregon","Furniture","Tables","KI Conference Tables",177.225,5,-120.513
"7/3/2017","Maria Bertelson","California","Furniture","Furnishings","Howard Miller 11-1/2"" Diameter Brentwood Wall Clock",129.39,3,54.3438
"9/4/2017","Tiffany House","California","Office Supplies","Storage","Rogers Jumbo File, Granite",54.32,4,0.5432
"8/23/2017","Patrick O'Brill","Florida","Technology","Phones","Samsung Galaxy Mega 6.3",4367.896,13,327.5922
"8/23/2017","Patrick O'Brill","Florida","Office Supplies","Paper","IBM Multi-Purpose Copy Paper, 8 1/2 x 11"", Case",49.568,2,15.49
"8/23/2017","Patrick O'Brill","Florida","Office Supplies","Appliances","Fellowes 8 Outlet Superior Workstation Surge Protector w/o Phone/Fax/Modem Protection",161.376,6,12.1032
"8/23/2017","Patrick O'Brill","Florida","Furniture","Furnishings","Eldon Regeneration Recycled Desk Accessories, Smoke",2.784,2,0.4176
"8/23/2017","Patrick O'Brill","Florida","Office Supplies","Paper","Ampad Evidence Wirebond Steno Books, 6"" x 9""",8.72,5,2.943
"8/22/2014","Deanra Eno","Ohio","Office Supplies","Art","Faber Castell Col-Erase Pencils",3.912,1,1.0269
"10/4/2016","Mary O'Rourke","Texas","Office Supplies","Envelopes","Laser & Ink Jet Business Envelopes",59.752,7,19.4194
"10/26/2014","Angele Hood","Washington","Furniture","Furnishings","Tenex Chairmats For Use With Carpeted Floors",63.92,4,3.196
"10/26/2014","Angele Hood","Washington","Technology","Phones","Vtech CS6719",383.96,5,38.396
"6/28/2016","Chris Selesnick","California","Office Supplies","Binders","Recycled Pressboard Report Cover with Reinforced Top Hinge",7.752,3,2.8101
"6/28/2016","Chris Selesnick","California","Office Supplies","Binders","GBC Premium Transparent Covers with Diagonal Lined Pattern",33.568,2,11.7488
"11/4/2014","William Brown","California","Technology","Phones","Polycom SoundPoint Pro SE-225 Corded phone",666.344,7,66.6344
"11/4/2014","William Brown","California","Furniture","Tables","Bevis Round Conference Table Top, X-Base",573.728,4,-64.5444
"11/4/2014","William Brown","California","Office Supplies","Binders","Cardinal EasyOpen D-Ring Binders",21.936,3,8.226
"11/4/2014","William Brown","California","Office Supplies","Paper","Xerox 2000",19.44,3,9.3312
"11/4/2014","William Brown","California","Technology","Machines","Hewlett-Packard Deskjet D4360 Printer",447.968,4,139.99
"9/8/2014","Stefania Perrino","New York","Office Supplies","Appliances","Black & Decker Filter for Double Action Dustbuster Cordless Vac BLDV7210",16.78,2,4.195
"6/25/2015","Alan Barnes","California","Office Supplies","Art","Staples in misc. colors",20.96,2,5.24
"6/25/2015","Alan Barnes","California","Office Supplies","Binders","GBC Velobind Prepunched Cover Sets, Regency Series",88.752,3,27.735
"6/25/2015","Alan Barnes","California","Office Supplies","Storage","Tennsco Regal Shelving Units",304.23,3,9.1269
"7/26/2015","Helen Andreada","California","Office Supplies","Envelopes","Airmail Envelopes",167.86,2,78.8942
"12/7/2017","Debra Catini","Virginia","Furniture","Furnishings","DAX Wood Document Frame.",82.38,6,25.5378
"12/29/2014","Shui Tom","New Mexico","Technology","Phones","Mediabridge Sport Armband iPhone 5s",23.976,3,-5.6943
"12/29/2014","Shui Tom","New Mexico","Office Supplies","Storage","Fellowes Bases and Tops For Staxonsteel/High-Stak Systems",33.29,1,7.9896
"2/14/2015","Karl Braun","Ohio","Office Supplies","Binders","GBC Standard Therm-A-Bind Covers",14.952,2,-11.9616
"2/14/2015","Karl Braun","Ohio","Technology","Phones","Google Nexus 5",323.982,3,-80.9955
"2/14/2015","Karl Braun","Ohio","Office Supplies","Binders","Acco Hanging Data Binders",2.286,2,-1.6764
"2/14/2015","Karl Braun","Ohio","Office Supplies","Art","Newell 315",14.352,3,0.897
"2/14/2015","Karl Braun","Ohio","Technology","Accessories","Belkin F8E887 USB Wired Ergonomic Keyboard",71.976,3,0.8997
"1/25/2016","Todd Boyes","New Jersey","Office Supplies","Art","Dixon Ticonderoga Maple Cedar Pencil, #2",9.21,3,2.3025
"1/25/2016","Todd Boyes","New Jersey","Office Supplies","Paper","Telephone Message Books with Fax/Mobile Section, 4 1/4"" x 6""",18,5,8.28
"4/1/2017","John Castell","New York","Office Supplies","Paper","Wirebound Message Books, Four 2 3/4 x 5 Forms per Page, 200 Sets per Book",42.93,9,19.3185
"10/3/2017","Patrick O'Brill","Florida","Office Supplies","Paper","Xerox 208",15.552,3,5.4432
"10/3/2017","Patrick O'Brill","Florida","Office Supplies","Appliances","Hoover Portapower Portable Vacuum",17.92,5,1.12
"9/1/2017","Sung Shariari","Washington","Technology","Accessories","Logitech LS21 Speaker System - PC Multimedia - 2.1-CH - Wired",19.99,1,6.7966
"9/1/2017","Sung Shariari","Washington","Office Supplies","Binders","Avery Metallic Poly Binders",22.92,5,8.022
"12/21/2015","Roger Demir","Florida","Technology","Accessories","Memorex Micro Travel Drive 4 GB",50.88,6,14.628
"12/21/2015","Roger Demir","Florida","Office Supplies","Envelopes","Recycled Interoffice Envelopes with Re-Use-A-Seal Closure, 10 x 13",27.312,2,9.2178
"12/20/2015","Gary Zandusky","Arizona","Office Supplies","Envelopes","#6 3/4 Gummed Flap White Envelopes",7.92,1,2.772
"12/20/2015","Gary Zandusky","Arizona","Furniture","Furnishings","Nu-Dell Float Frame 11 x 14 1/2",14.368,2,3.9512
"11/27/2015","Steve Nguyen","California","Technology","Accessories","Sony 64GB Class 10 Micro SDHC R40 Memory Card",107.97,3,22.6737
"11/27/2015","Steve Nguyen","California","Office Supplies","Paper","Snap-A-Way Black Print Carbonless Ruled Speed Letter, Triplicate",113.82,3,53.4954
"8/27/2017","Dana Kaydos","Tennessee","Office Supplies","Paper","Xerox 217",5.184,1,1.8144
"3/22/2014","Vivian Mathis","Indiana","Office Supplies","Art","Avery Hi-Liter EverBold Pen Style Fluorescent Highlighters, 4/Pack",16.28,2,6.512
"12/17/2017","Giulietta Baptist","Virginia","Office Supplies","Storage","Adjustable Depth Letter/Legal Cart",544.38,3,157.8702
"3/19/2017","Natalie DeCherney","California","Office Supplies","Binders","ACCOHIDE 3-Ring Binder, Blue, 1""",19.824,6,6.6906
"3/19/2017","Natalie DeCherney","California","Technology","Phones","Jawbone MINI JAMBOX Wireless Bluetooth Speaker",657.504,6,-131.5008
"3/19/2017","Natalie DeCherney","California","Technology","Accessories","Logitech K350 2.4Ghz Wireless Keyboard",99.54,2,10.9494
"3/19/2017","Natalie DeCherney","California","Technology","Accessories","Logitech Wireless Marathon Mouse M705",199.96,4,85.9828
"9/18/2016","Magdelene Morse","New York","Furniture","Chairs","Global Leather Executive Chair",631.782,2,140.396
"9/18/2016","Magdelene Morse","New York","Furniture","Furnishings","DAX Two-Tone Silver Metal Document Frame",60.72,3,26.1096
"11/24/2017","Mark Van Huff","Arizona","Office Supplies","Binders","GBC Recycled Grain Textured Covers",20.724,2,-15.1976
"11/24/2017","Mark Van Huff","Arizona","Office Supplies","Storage","Fellowes Bankers Box Staxonsteel Drawer File/Stacking System",415.872,8,-41.5872
"4/11/2017","Jack Lebron","Ohio","Office Supplies","Storage","Sterilite Officeware Hinged File Box",16.768,2,1.4672
"4/11/2017","Jack Lebron","Ohio","Technology","Accessories","Kingston Digital DataTraveler 32GB USB 2.0",27.12,2,-4.746
"12/10/2017","Alex Grayson","California","Technology","Phones","Jackery Bar Premium Fast-charging Portable Charger",95.84,4,34.742
"12/10/2017","Alex Grayson","California","Office Supplies","Paper","Xerox 225",12.96,2,6.2208
"11/24/2017","Michael Dominguez","North Carolina","Office Supplies","Binders","Avery Durable Slant Ring Binders",19.008,8,-12.672
"12/4/2015","Rose O'Brian","Tennessee","Office Supplies","Binders","GBC Ibimaster 500 Manual ProClick Binding System",1598.058,7,-1065.372
"12/4/2015","Rose O'Brian","Tennessee","Office Supplies","Art","Deluxe Chalkboard Eraser Cleaner",36.96,4,12.012
"12/11/2017","Ralph Ritter","Illinois","Office Supplies","Paper","Xerox 21",10.368,2,3.6288
"12/11/2017","Ralph Ritter","Illinois","Furniture","Furnishings","Electrix Halogen Magnifier Lamp",77.72,1,-66.062
"12/11/2017","Ralph Ritter","Illinois","Furniture","Chairs","GuestStacker Chair with Chrome Finish Legs",520.464,2,-14.8704
"5/21/2016","Christine Phan","Rhode Island","Office Supplies","Paper","Easy-staple paper",111.96,2,54.8604
"2/17/2017","Lauren Leatherbury","Louisiana","Technology","Phones","KLD Oscar II Style Snap-on Ultra Thin Side Flip Synthetic Leather Cover Case for HTC One HTC M7",29.16,3,8.4564
"5/20/2017","Nat Carroll","North Dakota","Office Supplies","Art","Boston 1645 Deluxe Heavier-Duty Electric Pencil Sharpener",131.94,3,35.6238
"5/20/2017","Nat Carroll","North Dakota","Office Supplies","Art","BIC Brite Liner Highlighters, Chisel Tip",25.92,4,8.2944
"5/20/2017","Nat Carroll","North Dakota","Office Supplies","Storage","Fellowes High-Stak Drawer Files",704.76,4,162.0948
"5/20/2017","Nat Carroll","North Dakota","Office Supplies","Fasteners","Staples",7.41,3,3.4827
"5/20/2017","Nat Carroll","North Dakota","Office Supplies","Art","Binney & Smith inkTank Desk Highlighter, Chisel Tip, Yellow, 12/Box",21.5,10,7.095
"9/11/2017","Helen Andreada","Illinois","Office Supplies","Fasteners","Acco Hot Clips Clips to Go",10.528,4,3.29
"9/11/2017","Helen Andreada","Illinois","Office Supplies","Paper","Xerox 1927",20.544,6,6.42
"11/5/2016","Michelle Arnett","Indiana","Office Supplies","Binders","Premium Transparent Presentation Covers by GBC",104.9,5,50.352
"11/5/2016","Michelle Arnett","Indiana","Office Supplies","Art","Prismacolor Color Pencil Set",39.68,2,16.2688
"11/5/2016","Michelle Arnett","Indiana","Office Supplies","Labels","Avery 503",51.75,5,24.84
"7/23/2017","Lena Hernandez","Indiana","Office Supplies","Art","Quartet Omega Colored Chalk, 12/Pack",11.68,2,5.4896
"7/23/2017","Lena Hernandez","Indiana","Technology","Accessories","Memorex 25GB 6X Branded Blu-Ray Recordable Disc, 30/Pack",159.75,5,11.1825
"11/18/2016","Sean Braxton","Ohio","Office Supplies","Appliances","Holmes 99% HEPA Air Purifier",103.968,6,16.8948
"4/25/2014","Beth Thompson","California","Furniture","Furnishings","Tenex Traditional Chairmats for Medium Pile Carpet, Standard Lip, 36"" x 48""",303.25,5,63.6825
"4/25/2014","Beth Thompson","California","Office Supplies","Appliances","Kensington 6 Outlet MasterPiece HOMEOFFICE Power Control Center",270.72,3,78.5088
"4/25/2014","Beth Thompson","California","Furniture","Chairs","GuestStacker Chair with Chrome Finish Legs",1487.04,5,148.704
"11/30/2015","Paul Stevenson","Kentucky","Office Supplies","Envelopes","#10- 4 1/8"" x 9 1/2"" Recycled Envelopes",17.48,2,8.2156
"11/30/2015","Paul Stevenson","Kentucky","Office Supplies","Envelopes","Tyvek  Top-Opening Peel & Seel  Envelopes, Gray",71.88,2,32.346
"10/25/2015","Trudy Brown","California","Office Supplies","Art","Boston 19500 Mighty Mite Electric Pencil Sharpener",60.45,3,16.3215
"10/25/2015","Trudy Brown","California","Furniture","Tables","Balt Solid Wood Rectangular Table",253.176,3,-31.647
"7/20/2015","Russell Applegate","Illinois","Office Supplies","Binders","Avery Durable Binders",2.88,5,-4.464
"7/20/2015","Russell Applegate","Illinois","Furniture","Bookcases","O'Sullivan Cherrywood Estates Traditional Barrister Bookcase",384.944,4,-126.4816
"7/20/2015","Russell Applegate","Illinois","Technology","Phones","Pyle PMP37LED",153.584,2,13.4386
"7/20/2015","Russell Applegate","Illinois","Furniture","Bookcases","Atlantic Metals Mobile 3-Shelf Bookcases, Custom Colors",913.43,5,-52.196
"10/27/2016","Bart Pistole","California","Office Supplies","Appliances","Staple holder",43.92,4,11.8584
"10/27/2016","Bart Pistole","California","Office Supplies","Binders","Acco Data Flex Cable Posts For Top & Bottom Load Binders, 6"" Capacity",25.032,3,7.8225
"11/20/2017","Carlos Daly","New York","Office Supplies","Paper","Xerox 1968",46.76,7,22.4448
"11/20/2017","Carlos Daly","New York","Furniture","Bookcases","Sauder Camden County Collection Libraries, Planked Cherry Finish",183.968,2,-25.2956
"11/20/2017","Carlos Daly","New York","Technology","Phones","Samsung Galaxy Mega 6.3",1259.97,3,327.5922
"11/20/2017","Carlos Daly","New York","Office Supplies","Art","Boston KS Multi-Size Manual Pencil Sharpener",68.97,3,19.3116
"9/8/2016","Ken Black","Texas","Office Supplies","Art","Boston 1645 Deluxe Heavier-Duty Electric Pencil Sharpener",70.368,2,6.1572
"9/8/2016","Ken Black","Texas","Technology","Phones","Belkin SportFit Armband For iPhone 5s/5c, Fuchsia",59.96,5,21.7355
"7/20/2014","Scot Wooten","Ohio","Office Supplies","Storage","Fellowes Neat Ideas Storage Cubes",25.984,1,-5.1968
"7/20/2014","Scot Wooten","Ohio","Office Supplies","Binders","Ibico Plastic Spiral Binding Combs",27.36,3,-21.888
"11/15/2016","Anna Häberlin","California","Technology","Phones","Polycom SoundPoint IP 450 VoIP phone",361.376,2,27.1032
"7/7/2014","John Lee","Pennsylvania","Furniture","Chairs","Global High-Back Leather Tilter, Burgundy",172.186,2,-46.7362
"7/7/2014","John Lee","Pennsylvania","Furniture","Furnishings","Howard Miller 11-1/2"" Diameter Grantwood Wall Clock",69.008,2,12.0764
"3/17/2016","Gary Zandusky","Maryland","Office Supplies","Envelopes","Blue String-Tie & Button Interoffice Envelopes, 10 x 13",199.9,5,89.955
"3/17/2016","Gary Zandusky","Maryland","Office Supplies","Appliances","Honeywell Enviracaire Portable HEPA Air Cleaner for 17' x 22' Room",901.95,3,297.6435
